idx1,idx2,Person_ID_1,FirstName_1,LastName_1,DateOfBirth_1,blocking_key_1,Person_ID_2,FirstName_2,LastName_2,DateOfBirth_2,blocking_key_2
1,0,50844,kevin,fisher,1992.0,K150F2601992,50844,kevin,fisher,1992.0,K150F2601992
2,0,50844,kevin,fisher,1992.0,K150F2601992,50844,kevin,fisher,1992.0,K150F2601992
2,1,50844,kevin,fisher,1992.0,K150F2601992,50844,kevin,fisher,1992.0,K150F2601992
5,4,50848,kevin,kendall,1984.0,K150K5341984,50848,kevin,kendall,1984.0,K150K5341984
23,22,50853,devaughn,brown,1993.0,D125B6501993,50853,devaughn,brown,1993.0,D125B6501993
31,30,50843,michael,davis,1993.0,M240D1201993,50843,michael,davis,1993.0,M240D1201993
32,30,50843,michael,davis,1993.0,M240D1201993,50843,michael,davis,1993.0,M240D1201993
32,31,50843,michael,davis,1993.0,M240D1201993,50843,michael,davis,1993.0,M240D1201993
47,46,50856,evience,aime,2070.0,E152A5002070,50856,evience,aime,2070.0,E152A5002070
64,63,46600,wazkltfu,virgile,1988.0,W243V6241988,46600,wacaltos,virgile,1988.0,W243V6241988
82,81,29205,akeine,banner,1988.0,A250B5601988,29205,akeine,banner,1988.0,A250B5601988
104,103,46280,victor,morales,1984.0,V236M6421984,46280,victor,morales,1984.0,V236M6421984
112,111,50863,charles,mccord,1991.0,C642M2631991,50863,charles,mccord,1991.0,C642M2631991
131,129,50874,veronica,talavera,2067.0,V652T4162067,50874,veronica,talavera,2067.0,V652T4162067
136,135,50907,frederick,estey,1977.0,F636E2301977,50907,frederick,estey,1977.0,F636E2301977
137,135,50907,frederick,estey,1977.0,F636E2301977,50907,frederick,estey,1977.0,F636E2301977
137,136,50907,frederick,estey,1977.0,F636E2301977,50907,frederick,estey,1977.0,F636E2301977
157,156,50905,ernso,delva,1982.0,E652D4101982,50905,ernso,delva,1982.0,E652D4101982
182,180,50896,douglas,lutz,2047.0,D242L3202047,50896,douglas,lutz,2047.0,D242L3202047
206,204,48511,jonathon,rossi,1982.0,J535R2001982,48511,jonathon,rossi,1982.0,J535R2001982
